pM.x,pM.y,pM.z,pD.x,pD.y,pD.z,pR.x,pR.y,pR.z,pR‚Ì60“_,
-0.15372,0.157345,0.812328,77,53,12,0,0,0,-0.15344,0.157067,0.811015,-0.153651,0.15732,0.811914,-0.153651,0.15732,0.811914,-0.15349,0.157134,0.811386,-0.153518,0.157129,0.81117,-0.153477,0.157092,0.81142,-0.153883,0.157477,0.813391,-0.153814,0.157492,0.813119,-0.15374,0.157317,0.812528,-0.154122,0.1577,0.814315,-0.153874,0.157561,0.813298,-0.15378,0.157415,0.812601,-0.153863,0.157552,0.813203,-0.153951,0.157568,0.813243,-0.153995,0.157641,0.813843,-0.154059,0.157685,0.813816,-0.154018,0.157623,0.813608,-0.153674,0.157285,0.81186,-0.153521,0.157265,0.811609,-0.153654,0.157334,0.81219,-0.153685,0.157346,0.81237,-0.153663,0.157341,0.812472,-0.153616,0.15726,0.811876,-0.153607,0.157264,0.811972,-0.153636,0.157333,0.811985,-0.153571,0.157253,0.811667,-0.153651,0.157337,0.812043,-0.153616,0.157302,0.811961,-0.15372,0.157347,0.812037,-0.15359,0.157171,0.811519,-0.153596,0.157418,0.811948,-0.15356,0.15728,0.811673,-0.153653,0.157309,0.812135,-0.153689,0.157306,0.812166,-0.153683,0.157287,0.812238,-0.153781,0.157376,0.812478,-0.153749,0.15733,0.812396,-0.153735,0.15741,0.812438,-0.153724,0.157401,0.812289,-0.153695,0.157298,0.811895,-0.153579,0.157245,0.811693,-0.15358,0.157233,0.8115,-0.153643,0.157371,0.811842,-0.153706,0.157413,0.812307,-0.153697,0.157241,0.812261,-0.153725,0.157365,0.812377,-0.153736,0.157355,0.812446,-0.153749,0.157408,0.812482,-0.153813,0.15739,0.812546,-0.153787,0.157365,0.81267,-0.153841,0.157384,0.812675,-0.153858,0.157364,0.812577,-0.153798,0.15728,0.81255,-0.153808,0.157328,0.812645,-0.153754,0.157227,0.812364,-0.153754,0.157227,0.812364,-0.153729,0.157269,0.81232,-0.153749,0.157267,0.812365,-0.153723,0.15725,0.81221,-0.153786,0.157371,0.81248,
-0.153166,0.155337,0.762717,77,103,12,0,0,50,-0.152916,0.155096,0.761486,-0.152945,0.155149,0.761687,-0.152732,0.155028,0.760693,-0.152871,0.15505,0.761158,-0.152926,0.155195,0.761885,-0.152903,0.155142,0.761536,-0.153081,0.155238,0.7624,-0.153174,0.155381,0.762732,-0.153079,0.155259,0.762164,-0.153152,0.155277,0.762489,-0.153152,0.155277,0.762489,-0.153195,0.155319,0.762683,-0.153131,0.155303,0.762475,-0.153148,0.155382,0.762596,-0.153192,0.155349,0.762653,-0.153175,0.155308,0.762799,-0.153206,0.155286,0.762768,-0.153184,0.155365,0.762894,-0.153178,0.155416,0.76297,-0.153209,0.155382,0.762893,-0.153243,0.155501,0.763326,-0.153333,0.155548,0.763513,-0.153286,0.155491,0.763295,-0.153284,0.155493,0.763432,-0.153354,0.155474,0.763517,-0.153311,0.155464,0.763413,-0.153229,0.155405,0.76301,-0.153301,0.155359,0.763021,-0.153356,0.155609,0.763593,-0.15337,0.155532,0.763526,-0.15329,0.155505,0.763276,-0.153263,0.155486,0.763284,-0.153263,0.155486,0.763284,-0.153189,0.155396,0.762926,-0.153149,0.155347,0.762555,-0.153269,0.155408,0.7631,-0.15321,0.15523,0.762637,-0.153218,0.155295,0.76273,-0.153243,0.15547,0.763276,-0.153249,0.155428,0.763005,-0.153234,0.155422,0.763087,-0.153211,0.155353,0.763039,-0.153162,0.155398,0.76295,-0.153144,0.155305,0.762728,-0.153176,0.155244,0.762914,-0.153137,0.155296,0.762801,-0.153119,0.155297,0.762514,-0.153168,0.155338,0.762784,-0.153158,0.155302,0.762562,-0.153105,0.155311,0.762641,-0.15308,0.15521,0.762296,-0.153118,0.155241,0.762507,-0.15304,0.155221,0.762219,-0.153091,0.155201,0.762451,-0.153071,0.155192,0.76234,-0.153158,0.15528,0.762501,-0.153187,0.155347,0.76265,-0.15315,0.155309,0.762858,-0.153254,0.15542,0.762971,-0.15325,0.155419,0.763032,
-0.152894,0.153354,0.714666,77,155,12,0,0,100,-0.152566,0.153126,0.713335,-0.152421,0.152845,0.712494,-0.152421,0.152845,0.712494,-0.152603,0.152954,0.713079,-0.152534,0.152924,0.712905,-0.152858,0.153353,0.714662,-0.15279,0.153275,0.71443,-0.152955,0.153395,0.714796,-0.152982,0.153451,0.714975,-0.152947,0.153515,0.715001,-0.152976,0.153495,0.715137,-0.152972,0.153625,0.715241,-0.152895,0.153383,0.714736,-0.152965,0.153485,0.714795,-0.152913,0.153346,0.714641,-0.15289,0.153316,0.714579,-0.152977,0.153458,0.715061,-0.152874,0.153255,0.71459,-0.152806,0.153197,0.714275,-0.152786,0.153258,0.714289,-0.152876,0.153229,0.714257,-0.152725,0.153218,0.713714,-0.152702,0.153069,0.713747,-0.15273,0.153216,0.713799,-0.152835,0.153327,0.714618,-0.152767,0.153349,0.714325,-0.152727,0.153201,0.7141,-0.152923,0.153441,0.714767,-0.152982,0.153491,0.714973,-0.15298,0.153326,0.714983,-0.152922,0.153496,0.714913,-0.152916,0.153455,0.714854,-0.152904,0.153406,0.714613,-0.152906,0.153439,0.714675,-0.152944,0.153544,0.714895,-0.152912,0.153354,0.714651,-0.152968,0.153435,0.714779,-0.153059,0.153531,0.715217,-0.152902,0.153268,0.714785,-0.153091,0.153492,0.715492,-0.153066,0.153478,0.715424,-0.153015,0.153454,0.715369,-0.153015,0.153454,0.715369,-0.153013,0.153427,0.715359,-0.153052,0.15349,0.715462,-0.152998,0.153458,0.715101,-0.153014,0.153456,0.715266,-0.15299,0.153449,0.715112,-0.15299,0.153449,0.715112,-0.152959,0.153417,0.715021,-0.153045,0.153469,0.7153,-0.152928,0.153405,0.715,-0.153018,0.153441,0.715298,-0.152998,0.153418,0.715085,-0.152989,0.153414,0.715108,-0.152983,0.153389,0.714912,-0.152939,0.153329,0.71481,-0.152895,0.153349,0.714632,-0.152895,0.153349,0.714632,-0.152946,0.153345,0.714903,
-0.152602,0.151413,0.666123,77,206,12,0,0,150,-0.152601,0.15143,0.666312,-0.15254,0.151446,0.666075,-0.152467,0.151237,0.66554,-0.152526,0.151332,0.666044,-0.152596,0.151385,0.666038,-0.152565,0.151344,0.666,-0.152641,0.151492,0.666452,-0.152478,0.151391,0.665762,-0.152605,0.151404,0.665979,-0.152512,0.151362,0.665874,-0.152424,0.151295,0.665612,-0.152382,0.151234,0.665484,-0.152426,0.15126,0.66556,-0.15253,0.151332,0.66582,-0.152513,0.151286,0.665658,-0.152842,0.151382,0.665606,-0.152642,0.151315,0.665601,-0.15245,0.151309,0.665424,-0.152513,0.151361,0.665629,-0.152567,0.151508,0.666062,-0.15246,0.151312,0.66573,-0.152535,0.151451,0.665933,-0.152578,0.151494,0.666036,-0.152578,0.151494,0.666036,-0.152539,0.151441,0.666059,-0.152551,0.151425,0.666141,-0.152624,0.151439,0.666226,-0.152574,0.151367,0.666039,-0.152389,0.151439,0.665955,-0.152611,0.151441,0.666266,-0.152664,0.151461,0.666236,-0.152635,0.15149,0.6664,-0.152686,0.151491,0.66652,-0.152702,0.151523,0.666572,-0.152723,0.151547,0.666494,-0.152668,0.15153,0.666396,-0.152679,0.151405,0.666189,-0.152568,0.151297,0.665864,-0.15262,0.151386,0.666152,-0.15258,0.151338,0.665968,-0.15263,0.151399,0.666301,-0.152658,0.151421,0.666136,-0.152677,0.151451,0.666266,-0.152666,0.151452,0.666393,-0.152691,0.151491,0.666404,-0.152732,0.151498,0.66657,-0.152678,0.15148,0.666278,-0.152598,0.151405,0.666236,-0.152663,0.151405,0.666377,-0.152584,0.151414,0.666171,-0.152721,0.151343,0.666406,-0.152649,0.151438,0.666354,-0.152687,0.151518,0.666474,-0.152652,0.151477,0.666377,-0.152658,0.15144,0.666405,-0.152658,0.15144,0.666405,-0.152665,0.151381,0.666386,-0.152643,0.151434,0.666419,-0.152686,0.151484,0.66656,-0.152713,0.151557,0.666745,
-0.152346,0.149086,0.61714,78,259,12,0,0,200,-0.151972,0.148775,0.615519,-0.151912,0.148774,0.615848,-0.151932,0.148792,0.616017,-0.152029,0.149052,0.616531,-0.151966,0.148854,0.615929,-0.152031,0.148866,0.61638,-0.152274,0.149065,0.617417,-0.152448,0.148768,0.617257,-0.152373,0.149249,0.617411,-0.152298,0.149072,0.617274,-0.152583,0.149206,0.61733,-0.152402,0.148905,0.617281,-0.152155,0.148991,0.616833,-0.152206,0.149069,0.61716,-0.152163,0.14912,0.617364,-0.152384,0.14922,0.617574,-0.152333,0.14917,0.617423,-0.152333,0.14917,0.617423,-0.152283,0.149117,0.617336,-0.15237,0.149198,0.617517,-0.152402,0.149253,0.617724,-0.152451,0.149247,0.617961,-0.152431,0.149024,0.61762,-0.152386,0.149137,0.617473,-0.152366,0.149079,0.61751,-0.152363,0.149089,0.617281,-0.152753,0.149321,0.617402,-0.152531,0.14937,0.617514,-0.152368,0.149282,0.61716,-0.15269,0.149063,0.617017,-0.152768,0.149069,0.617438,-0.152715,0.148941,0.617329,-0.152678,0.148916,0.617277,-0.152362,0.148716,0.616878,-0.152386,0.148731,0.616833,-0.152422,0.14909,0.617016,-0.152534,0.149169,0.617411,-0.152355,0.149188,0.617349,-0.15245,0.148989,0.617408,-0.152437,0.149217,0.617566,-0.15237,0.149237,0.617446,-0.152681,0.149477,0.617679,-0.152412,0.149231,0.617528,-0.152421,0.149101,0.617446,-0.152484,0.149275,0.617507,-0.152407,0.149187,0.617509,-0.152376,0.14922,0.61739,-0.152371,0.149309,0.617502,-0.152319,0.149166,0.617205,-0.152317,0.149141,0.617272,-0.152241,0.149035,0.617013,-0.152241,0.149035,0.617013,-0.152154,0.149018,0.61668,-0.152221,0.149026,0.616606,-0.152214,0.14894,0.616508,-0.152213,0.149054,0.616657,-0.152171,0.149011,0.616699,-0.15227,0.149141,0.61694,-0.152333,0.149139,0.616885,-0.152272,0.149099,0.616953,
-0.101533,0.160974,0.810592,128,52,12,50,0,0,-0.101277,0.160589,0.808864,-0.101351,0.160758,0.809442,-0.10143,0.160949,0.810131,-0.101355,0.160588,0.808946,-0.101375,0.160672,0.809268,-0.101239,0.160573,0.808796,-0.101369,0.160632,0.809207,-0.10165,0.161171,0.81145,-0.101542,0.160933,0.810776,-0.101555,0.161048,0.810958,-0.101575,0.161017,0.810766,-0.101509,0.16103,0.811035,-0.101581,0.161013,0.811133,-0.101604,0.16113,0.81148,-0.101518,0.160874,0.810442,-0.101585,0.161021,0.810934,-0.10157,0.161079,0.810948,-0.101596,0.161018,0.811086,-0.101552,0.161037,0.810983,-0.101542,0.160899,0.810565,-0.101529,0.160926,0.810553,-0.101541,0.160953,0.810732,-0.101538,0.160987,0.810595,-0.1016,0.160989,0.810775,-0.101578,0.160962,0.810571,-0.101451,0.160915,0.810272,-0.101501,0.160907,0.810144,-0.101622,0.161078,0.811034,-0.101618,0.161057,0.811025,-0.101518,0.161098,0.810964,-0.10159,0.161005,0.81077,-0.101523,0.160957,0.810346,-0.101516,0.160994,0.810582,-0.101605,0.16111,0.810962,-0.101593,0.16113,0.811074,-0.101601,0.161149,0.811223,-0.1016,0.161047,0.811047,-0.101609,0.161092,0.811138,-0.101672,0.161051,0.811014,-0.101524,0.16098,0.810785,-0.101584,0.160937,0.810531,-0.101541,0.160972,0.81052,-0.101555,0.160977,0.810577,-0.101503,0.160914,0.810348,-0.101519,0.160899,0.810455,-0.101549,0.160862,0.810279,-0.101553,0.161031,0.810716,-0.101581,0.161005,0.810751,-0.101521,0.161043,0.810598,-0.101521,0.161043,0.810598,-0.101478,0.160995,0.810615,-0.101544,0.161044,0.810877,-0.101479,0.160978,0.810434,-0.101542,0.161073,0.810893,-0.101523,0.161094,0.810764,-0.101612,0.161097,0.810949,-0.101588,0.161021,0.810796,-0.101546,0.161095,0.810867,-0.101556,0.160975,0.810498,-0.101552,0.16099,0.810634,
-0.101344,0.159272,0.763149,128,102,12,50,0,50,-0.101332,0.159299,0.763203,-0.101338,0.159216,0.763122,-0.101329,0.159129,0.762957,-0.101361,0.159158,0.762895,-0.101263,0.159044,0.762461,-0.10135,0.159188,0.763037,-0.101381,0.159273,0.763214,-0.101367,0.159226,0.76318,-0.101347,0.159273,0.763189,-0.10135,0.159321,0.763371,-0.10138,0.159292,0.763249,-0.101382,0.159325,0.763457,-0.101368,0.159416,0.763647,-0.101323,0.159292,0.763426,-0.101377,0.159294,0.763511,-0.101371,0.159252,0.763478,-0.101329,0.159188,0.763177,-0.101387,0.159197,0.763369,-0.101357,0.1593,0.763496,-0.101383,0.15928,0.76338,-0.101329,0.159349,0.763405,-0.101295,0.159331,0.763149,-0.101363,0.159301,0.763126,-0.101378,0.159295,0.763162,-0.101347,0.15924,0.763074,-0.101386,0.159329,0.763181,-0.101386,0.159329,0.763181,-0.101332,0.159307,0.763272,-0.101321,0.159272,0.762994,-0.101302,0.159256,0.763016,-0.10134,0.159242,0.762966,-0.101357,0.159257,0.763133,-0.101357,0.15925,0.76316,-0.101311,0.159259,0.76298,-0.101328,0.159246,0.763031,-0.101332,0.15928,0.763016,-0.101324,0.159299,0.762985,-0.101342,0.159266,0.762989,-0.1013,0.159342,0.763045,-0.101312,0.1593,0.763088,-0.101325,0.159258,0.762961,-0.101259,0.159209,0.762795,-0.10131,0.159251,0.762929,-0.101339,0.159217,0.762927,-0.101326,0.159232,0.762869,-0.101296,0.159204,0.76287,-0.101327,0.15921,0.762935,-0.10136,0.159228,0.763108,-0.101325,0.159331,0.763123,-0.101377,0.159375,0.763387,-0.101359,0.159326,0.763371,-0.101404,0.159346,0.763292,-0.101404,0.159346,0.763292,-0.101351,0.159324,0.76338,-0.101392,0.159361,0.763469,-0.101382,0.159344,0.763086,-0.101342,0.159257,0.763141,-0.101338,0.159254,0.763069,-0.101317,0.15931,0.763193,-0.101316,0.159227,0.762972,
-0.100733,0.15707,0.713806,129,154,12,50,0,100,-0.100626,0.15691,0.713099,-0.100626,0.15691,0.713099,-0.100583,0.156891,0.713043,-0.100609,0.15693,0.712993,-0.10066,0.157004,0.713281,-0.100554,0.156706,0.7124,-0.100491,0.156769,0.712378,-0.100546,0.156804,0.712603,-0.10057,0.1568,0.712497,-0.10077,0.157241,0.714277,-0.100736,0.1571,0.713603,-0.100673,0.15698,0.713436,-0.100834,0.157191,0.714229,-0.100834,0.157191,0.714229,-0.100858,0.157237,0.714541,-0.100918,0.157303,0.714783,-0.100799,0.157189,0.714316,-0.100856,0.157237,0.714529,-0.100799,0.157049,0.714056,-0.100738,0.156966,0.713571,-0.100633,0.156838,0.713147,-0.100737,0.157031,0.713785,-0.100743,0.15706,0.713822,-0.100787,0.157231,0.714389,-0.100795,0.157103,0.714116,-0.100732,0.157082,0.713907,-0.100694,0.157132,0.714102,-0.10074,0.157071,0.713996,-0.10072,0.157124,0.714098,-0.10075,0.157157,0.713862,-0.100647,0.157006,0.71353,-0.100695,0.157102,0.713741,-0.100771,0.1571,0.714094,-0.100766,0.157133,0.714186,-0.100712,0.157007,0.713791,-0.100799,0.157102,0.714174,-0.100838,0.157196,0.714487,-0.10079,0.157251,0.714451,-0.100821,0.157189,0.714394,-0.100835,0.157181,0.714332,-0.100832,0.15721,0.714364,-0.100876,0.15721,0.714434,-0.100841,0.157163,0.714333,-0.100781,0.157034,0.714011,-0.100716,0.15709,0.713946,-0.100712,0.156979,0.713747,-0.100723,0.157082,0.713754,-0.100711,0.157004,0.713638,-0.100764,0.157047,0.713877,-0.100768,0.157172,0.713843,-0.100768,0.157172,0.713843,-0.100711,0.157105,0.713656,-0.100692,0.157047,0.713513,-0.100712,0.157115,0.713821,-0.100663,0.157066,0.713645,-0.100711,0.157006,0.713576,-0.100688,0.156962,0.713484,-0.100743,0.157055,0.713674,-0.10075,0.157065,0.713865,-0.100737,0.157113,0.713978,
-0.100367,0.15534,0.665536,130,205,12,50,0,150,-0.100195,0.15519,0.664612,-0.10024,0.155147,0.664725,-0.100301,0.155228,0.665028,-0.100154,0.155098,0.664368,-0.100305,0.15526,0.665385,-0.100288,0.155331,0.665175,-0.100359,0.155338,0.665667,-0.100307,0.155301,0.665281,-0.100304,0.155296,0.665175,-0.100242,0.155095,0.664667,-0.10017,0.155089,0.664485,-0.100462,0.155479,0.666046,-0.100455,0.155428,0.665995,-0.100474,0.155405,0.665899,-0.100445,0.15537,0.666064,-0.100354,0.155308,0.665531,-0.100446,0.155527,0.666053,-0.100425,0.155459,0.665904,-0.100459,0.155519,0.665975,-0.100465,0.155481,0.665764,-0.10041,0.155456,0.665848,-0.100325,0.155301,0.665103,-0.100422,0.155345,0.6656,-0.100397,0.155381,0.665575,-0.100408,0.155378,0.665629,-0.100427,0.155466,0.665905,-0.100364,0.155331,0.665503,-0.100338,0.155291,0.665593,-0.100341,0.155264,0.665392,-0.100374,0.155252,0.66543,-0.100407,0.155419,0.666006,-0.100428,0.15543,0.665901,-0.100406,0.155425,0.66592,-0.10047,0.15546,0.666055,-0.100418,0.1554,0.665796,-0.100363,0.155296,0.665436,-0.100401,0.155323,0.665578,-0.100321,0.155337,0.665474,-0.100349,0.155265,0.665354,-0.100376,0.15536,0.665841,-0.100454,0.155369,0.665929,-0.100405,0.155323,0.665681,-0.100405,0.155323,0.665681,-0.100391,0.155242,0.665353,-0.10036,0.155233,0.665441,-0.100422,0.155324,0.665438,-0.100389,0.155202,0.665304,-0.100276,0.155278,0.665294,-0.100275,0.15541,0.665699,-0.100275,0.15541,0.665699,-0.100337,0.155332,0.665417,-0.100291,0.155267,0.665091,-0.100392,0.155301,0.66557,-0.100415,0.155392,0.665786,-0.10037,0.155372,0.665323,-0.100438,0.155441,0.665932,-0.100334,0.155389,0.665519,-0.100352,0.155417,0.665599,-0.100428,0.155444,0.665844,-0.100411,0.155429,0.665817,
-0.100049,0.15326,0.617258,130,258,12,50,0,200,-0.0998905,0.152992,0.616345,-0.0997487,0.153006,0.616139,-0.0998857,0.152935,0.616085,-0.0998364,0.152631,0.615521,-0.099941,0.152848,0.615925,-0.0998306,0.152953,0.615852,-0.0998625,0.152878,0.615841,-0.0998366,0.152924,0.615765,-0.0999587,0.153069,0.616452,-0.0998629,0.152923,0.616188,-0.0998221,0.152824,0.615686,-0.100103,0.153285,0.617269,-0.100123,0.153305,0.617198,-0.1001,0.153227,0.617208,-0.100149,0.15323,0.617583,-0.100102,0.153321,0.617325,-0.100076,0.153304,0.617468,-0.100173,0.153355,0.617475,-0.100144,0.153227,0.617424,-0.100131,0.153065,0.61759,-0.100159,0.153225,0.61754,-0.100134,0.153264,0.617553,-0.100134,0.15333,0.617394,-0.100135,0.153268,0.617378,-0.100059,0.153198,0.617161,-0.100061,0.153184,0.616917,-0.100061,0.153124,0.617054,-0.100141,0.15285,0.617214,-0.100053,0.152987,0.617376,-0.100115,0.153105,0.61752,-0.100085,0.153058,0.617264,-0.100163,0.153351,0.617431,-0.100141,0.153245,0.617472,-0.100139,0.153429,0.617856,-0.100091,0.153466,0.617735,-0.100084,0.153489,0.617738,-0.100153,0.153478,0.617727,-0.100225,0.153519,0.618093,-0.100158,0.153431,0.617647,-0.100124,0.153359,0.61743,-0.100166,0.153456,0.617863,-0.100082,0.153259,0.617393,-0.0998687,0.153609,0.617803,-0.10016,0.153394,0.617603,-0.0996185,0.153469,0.617647,-0.0999416,0.153449,0.617507,-0.100072,0.153404,0.617286,-0.100182,0.1535,0.617597,-0.0998607,0.1533,0.617119,-0.100042,0.15338,0.61736,-0.0999288,0.153421,0.617547,-0.0998268,0.153331,0.617686,-0.100189,0.153539,0.618084,-0.100092,0.153536,0.618271,-0.100193,0.153538,0.617851,-0.100252,0.153544,0.618054,-0.100129,0.153537,0.618024,-0.100104,0.153446,0.617888,-0.100129,0.153421,0.617524,-0.100129,0.153421,0.617524,
